Review ID,Review,Overall sentiment (Annotator),Explicit Aspect,Implicit Aspect phrase,Category,Explicit Opinion ,Implicit Opinion  phrase,Sentiment towards aspect
54,"Reception staff couldn’t speak English at all
Rooms are not up to the new standards for example an electric socket isn’t placed next to the bed. 
Bathrooms are very old fashioned with no up class facilities. 
WiFi is not compatible. 
Overly priced and staff wasn’t friendly. 
Overall, I will not recommend this hotel. Location was the only reason I decided to book but not a right choice I made !",Negative,Location ,,Location,null, only reason I decided to book ,Negative
54,"Reception staff couldn’t speak English at all
Rooms are not up to the new standards for example an electric socket isn’t placed next to the bed. 
Bathrooms are very old fashioned with no up class facilities. 
WiFi is not compatible. 
Overly priced and staff wasn’t friendly. 
Overall, I will not recommend this hotel. Location was the only reason I decided to book but not a right choice I made !",Negative,WiFi ,,Amenities ,null, not compatibl,Negative
54,"Reception staff couldn’t speak English at all
Rooms are not up to the new standards for example an electric socket isn’t placed next to the bed. 
Bathrooms are very old fashioned with no up class facilities. 
WiFi is not compatible. 
Overly priced and staff wasn’t friendly. 
Overall, I will not recommend this hotel. Location was the only reason I decided to book but not a right choice I made !",Negative,Rooms ,,Room,null,not up to the new standards ,Negative
54,"Reception staff couldn’t speak English at all
Rooms are not up to the new standards for example an electric socket isn’t placed next to the bed. 
Bathrooms are very old fashioned with no up class facilities. 
WiFi is not compatible. 
Overly priced and staff wasn’t friendly. 
Overall, I will not recommend this hotel. Location was the only reason I decided to book but not a right choice I made !",Negative,Reception ,-,Front office,null,couldn’t speak English ,Negative
54,"Reception staff couldn’t speak English at all
Rooms are not up to the new standards for example an electric socket isn’t placed next to the bed. 
Bathrooms are very old fashioned with no up class facilities. 
WiFi is not compatible. 
Overly priced and staff wasn’t friendly. 
Overall, I will not recommend this hotel. Location was the only reason I decided to book but not a right choice I made !",Negative,Bathrooms ,,Amenities ,old ,,Negative
55,"Breakfast was not up to the expectation especially for kids. No cornflakes, biscuits, cakes or croissants. My stay @ 414, slope in the bathroom not aligned. Water all around the bathroom.",Negative,bathroom,,Amenities ,null,Water all around ,Negative
55,"Breakfast was not up to the expectation especially for kids. No cornflakes, biscuits, cakes or croissants. My stay @ 414, slope in the bathroom not aligned. Water all around the bathroom.",Negative,Breakfast,-,Food and beverage,null,was not up to the expectation ,Negative
56,"Bathrooms are the worst I ever seen, no separation between toilet and shower, that means when you take a shower all is full of water, also kitchen and bathrooms are old and worn",Negative,bathrooms ,,Amenities , old and worn,,Negative
56,"Bathrooms are the worst I ever seen, no separation between toilet and shower, that means when you take a shower all is full of water, also kitchen and bathrooms are old and worn",Negative,kitchen ,,Amenities , old and worn,,Negative
56,"Bathrooms are the worst I ever seen, no separation between toilet and shower, that means when you take a shower all is full of water, also kitchen and bathrooms are old and worn",Negative,Bathrooms ,,Amenities ,null, full of water,Negative
56,"Bathrooms are the worst I ever seen, no separation between toilet and shower, that means when you take a shower all is full of water, also kitchen and bathrooms are old and worn",Negative,Bathrooms ,-,Amenities ,worst ,,Negative
57,Breakfast  good.Nice location very near Gate No.26. Excellent staff.Room very clean  and nice.Bathroom very good.,Positive,Room ,,Room,clean and nice,,Positive
57,Breakfast  good.Nice location very near Gate No.26. Excellent staff.Room very clean  and nice.Bathroom very good.,Positive,staff,,Human Resources ,Excellent ,,Positive
57,Breakfast  good.Nice location very near Gate No.26. Excellent staff.Room very clean  and nice.Bathroom very good.,Positive,Bathroom ,,Amenities ,good,,Positive
57,Breakfast  good.Nice location very near Gate No.26. Excellent staff.Room very clean  and nice.Bathroom very good.,Positive,Breakfast  ,-,Food and beverage,good,,Positive
57,Breakfast  good.Nice location very near Gate No.26. Excellent staff.Room very clean  and nice.Bathroom very good.,Positive,location ,,Location,Nice ,very near Gate No.26,Positive
58,"the amenities and towels  in the room were not replenished on a daily basis 
the bathroom is not well designed and 'floods' with each shower.",Positive,bathroom ,,Amenities ,floods,,Negative
58,"the amenities and towels  in the room were not replenished on a daily basis 
the bathroom is not well designed and 'floods' with each shower.",Positive,amenities ,-,Amenities ,not replenished,,Negative
58,"the amenities and towels  in the room were not replenished on a daily basis 
the bathroom is not well designed and 'floods' with each shower.",Positive,towels  ,,Amenities ,not replenished,,Negative
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,beds ,,Amenities ,big ,,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,null,room,Room,clean ,,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,parking ,,Amenities ,easy,,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,view ,,General,nice ,for qaba mosque,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,apartment ,-,Room,null,Size ,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,furniture ,,Amenities ,null,like new,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,location ,,Location,null, is near yo Qaba mosuque ,Positive
59,"Size of apartment , size enough for big family , big size of beds , clean , furniture like new, location is near yo Qaba mosuque , view is very nice for qaba mosque, 3 bathrooms on three bedroom apartment ,car parking is easy",Positive,size ,,Room,null, enough for big family,Positive
60,In Bathroom no tissue or no toilet paper,Negative,Bathroom,-,Amenities ,null,no tissue or no toilet paper,Negative
61,"It was not very clean, cleaning system was not functioning well, our carpet was very dirty, and the wardrobe was faulty. The toilet was not very clean and gave off odour and we were sent notice that water would be shut off during a period of our stay, even though we need to use the bathroom during this period.",Negative,null,cleaning system,Housekeeping, not functioning,,Negative
61,"It was not very clean, cleaning system was not functioning well, our carpet was very dirty, and the wardrobe was faulty. The toilet was not very clean and gave off odour and we were sent notice that water would be shut off during a period of our stay, even though we need to use the bathroom during this period.",Negative,carpet ,,Amenities ,dirty,,Negative
61,"It was not very clean, cleaning system was not functioning well, our carpet was very dirty, and the wardrobe was faulty. The toilet was not very clean and gave off odour and we were sent notice that water would be shut off during a period of our stay, even though we need to use the bathroom during this period.",Negative,wardrobe ,,Amenities ,faulty,,Negative
61,"It was not very clean, cleaning system was not functioning well, our carpet was very dirty, and the wardrobe was faulty. The toilet was not very clean and gave off odour and we were sent notice that water would be shut off during a period of our stay, even though we need to use the bathroom during this period.",Negative,null,it,Room,not clean,,Negative
61,"It was not very clean, cleaning system was not functioning well, our carpet was very dirty, and the wardrobe was faulty. The toilet was not very clean and gave off odour and we were sent notice that water would be shut off during a period of our stay, even though we need to use the bathroom during this period.",Negative,toilet ,,Amenities ,not very clean ,gave off odour ,Negative
61,"It was not very clean, cleaning system was not functioning well, our carpet was very dirty, and the wardrobe was faulty. The toilet was not very clean and gave off odour and we were sent notice that water would be shut off during a period of our stay, even though we need to use the bathroom during this period.",Negative,water ,,Amenities ,null,would be shut off ,Negative
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,bathroom ,,Amenities , tidy and clean,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,breakfast ,,Food and beverage,amazing ,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,null,Everything ,General,exceptional,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,null,They ,Human Resources ,helpful and polite,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,staff ,,Human Resources ,kind and helpful,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,pillows,,Amenities ,null,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,bedroom ,,Room,null,,Positive
62,"Everything is exceptional. The bedroom and pillows, the bathroom is tidy and clean. The staff are kind and helpful. From the evening shift receptionist to the bell boy staff. They are very helpful and polite. The breakfast buffet is amazing too. We liked how the egyptian staff did our scramble eggs. It was o tasty",Positive,scramble eggs,,Food and beverage,tasty,,Positive
63,"The room smells like cigarettes (shall have smoking or non-smoking rooms). 
Bathroom is really bad (broken shower, bathroom  bugs ""flies"" )
Air-condition leaks water in the bed room.",Negative,Bathroom ,,Amenities ,bad ,,Negative
63,"The room smells like cigarettes (shall have smoking or non-smoking rooms). 
Bathroom is really bad (broken shower, bathroom  bugs ""flies"" )
Air-condition leaks water in the bed room.",Negative,shower,,Amenities ,broken ,,Negative
63,"The room smells like cigarettes (shall have smoking or non-smoking rooms). 
Bathroom is really bad (broken shower, bathroom  bugs ""flies"" )
Air-condition leaks water in the bed room.",Negative,Air-condition,,Engineering,leaks ,,Negative
63,"The room smells like cigarettes (shall have smoking or non-smoking rooms). 
Bathroom is really bad (broken shower, bathroom  bugs ""flies"" )
Air-condition leaks water in the bed room.",Negative,bugs ,,Housekeeping,null,,Negative
63,"The room smells like cigarettes (shall have smoking or non-smoking rooms). 
Bathroom is really bad (broken shower, bathroom  bugs ""flies"" )
Air-condition leaks water in the bed room.",Negative,room ,-,Room,smells ,like cigarettes,Negative
64,Very friendly staff; made us feel at home. Excellent lunch buffet. Very helpful chauffeurs for quick airport transfer.,Positive,lunch ,,Food and beverage,Excellent ,,Positive
64,Very friendly staff; made us feel at home. Excellent lunch buffet. Very helpful chauffeurs for quick airport transfer.,Positive,staff,-,Human Resources ,friendly ,,Positive
64,Very friendly staff; made us feel at home. Excellent lunch buffet. Very helpful chauffeurs for quick airport transfer.,Positive,chauffeurs ,,Human Resources ,helpful ,,Positive
65,"Shattaf was leaking.
Reception staff does not understand English 
For extra bed they give mattress which is not good at all",Negative,null,Shattaf ,Amenities ,leaking,,Negative
65,"Shattaf was leaking.
Reception staff does not understand English 
For extra bed they give mattress which is not good at all",Negative,null,,Furniture ,not good,,Negative
65,"Shattaf was leaking.
Reception staff does not understand English 
For extra bed they give mattress which is not good at all",Negative,staff,,Human Resources ,null,does not understand English,Negative
66,"A 2-bed room apartment is good at this price in Jeddah. It is very close to petrol pump, grocery store, restaurant, pharmacy etc.",Positive,null,it,Location,close to,,Positive
66,"A 2-bed room apartment is good at this price in Jeddah. It is very close to petrol pump, grocery store, restaurant, pharmacy etc.",Positive,apartment ,-,Room,good ,,Positive
66,"A 2-bed room apartment is good at this price in Jeddah. It is very close to petrol pump, grocery store, restaurant, pharmacy etc.",Positive,price ,,Value,good,,Positive
67,"-Location is amazing, minutes away from gate 25 (ladies gate)
-Breakfast is very extensive and the taste is also good.
-Staff was extremely kind and received us in the best way
-It shows that the hotel is trying to keep you happy during your stay.",Positive,Breakfast,-,Food and beverage,extensive,-,Positive
67,"-Location is amazing, minutes away from gate 25 (ladies gate)
-Breakfast is very extensive and the taste is also good.
-Staff was extremely kind and received us in the best way
-It shows that the hotel is trying to keep you happy during your stay.",Positive,taste,-,Food and beverage,good,,Positive
67,"-Location is amazing, minutes away from gate 25 (ladies gate)
-Breakfast is very extensive and the taste is also good.
-Staff was extremely kind and received us in the best way
-It shows that the hotel is trying to keep you happy during your stay.",Positive,staff,-,Human Resources ,kind,,Positive
67,"-Location is amazing, minutes away from gate 25 (ladies gate)
-Breakfast is very extensive and the taste is also good.
-Staff was extremely kind and received us in the best way
-It shows that the hotel is trying to keep you happy during your stay.",Positive,hotel,-,General,,,Positive
67,"-Location is amazing, minutes away from gate 25 (ladies gate)
-Breakfast is very extensive and the taste is also good.
-Staff was extremely kind and received us in the best way
-It shows that the hotel is trying to keep you happy during your stay.",Positive,Location,-,Location,,,Positive
68,"-Rooms are small
-Not suitable for large family
-Limited number of lifts. Only two with one service lift will be working occasionally.
- They don't clean rooms and change covers properly.
- rooms has a sort of bad smell. The corridor smells better.
-Breakfast is very limited and basic.. don't add it",Negative,room,-,Room,bad smell,-,Negative
68,"-Rooms are small
-Not suitable for large family
-Limited number of lifts. Only two with one service lift will be working occasionally.
- They don't clean rooms and change covers properly.
- rooms has a sort of bad smell. The corridor smells better.
-Breakfast is very limited and basic.. don't add it",Negative,breakfast,-,Food and beverage,limited and basic,-,Negative
68,"-Rooms are small
-Not suitable for large family
-Limited number of lifts. Only two with one service lift will be working occasionally.
- They don't clean rooms and change covers properly.
- rooms has a sort of bad smell. The corridor smells better.
-Breakfast is very limited and basic.. don't add it",Negative,room,-,Room,small,-,Negative
68,"-Rooms are small
-Not suitable for large family
-Limited number of lifts. Only two with one service lift will be working occasionally.
- They don't clean rooms and change covers properly.
- rooms has a sort of bad smell. The corridor smells better.
-Breakfast is very limited and basic.. don't add it",Negative,lifts,-,Amenities ,Limited number of lifts,,Negative
68,"-Rooms are small
-Not suitable for large family
-Limited number of lifts. Only two with one service lift will be working occasionally.
- They don't clean rooms and change covers properly.
- rooms has a sort of bad smell. The corridor smells better.
-Breakfast is very limited and basic.. don't add it",Negative,smell,-,Housekeeping,,,Negative
69,"“I ordered food for lunch , it was not up to my expectations tasteless , the cutlery and the glass were smelly , this mor”",Negative,cutlery ,-,Amenities ,smelly,,Negative
69,"“I ordered food for lunch , it was not up to my expectations tasteless , the cutlery and the glass were smelly , this mor”",Negative,glass,-,Amenities ,smelly,,Negative
69,"“I ordered food for lunch , it was not up to my expectations tasteless , the cutlery and the glass were smelly , this mor”",Negative,lunch,-,Food and beverage,tasteless,,Negative
70,"“It was a very good experience, the location is ok, the hotel is clean, and the staff is professional especially the rece”",Positive,staff,-,Human Resources ,professional,,Positive
70,"“It was a very good experience, the location is ok, the hotel is clean, and the staff is professional especially the rece”",Positive,experience,-,General,good,,Positive
70,"“It was a very good experience, the location is ok, the hotel is clean, and the staff is professional especially the rece”",Positive,hotel,-,General,clean,,Positive
70,"“It was a very good experience, the location is ok, the hotel is clean, and the staff is professional especially the rece”",Positive,location,-,Location,ok,,Positive
71,"“Good stay with no view from room window, but good dinner and clean room”",Positive,view,-,General,-,no,Negative
71,"“Good stay with no view from room window, but good dinner and clean room”",Positive,dinner,-,Food and beverage,good,-,Positive
71,"“Good stay with no view from room window, but good dinner and clean room”",Positive,room,-,Room,clean,-,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,view,-,General,cant see,,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,coffee,-,Amenities ,null,no coffee,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,sugar,-,Amenities ,null,no,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,creamer,-,Amenities ,null,no,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,food,-,Food and beverage,👎,,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,front desk,-,Front office,-,only 1,Negative
72,"-only 1 staf at front desk
-only shampoo at the bath room
-no coffee,sugar or creamer only tea prepare at the room
-pay for haram view but you cant see the haram view...
-pay for breakfast but the food is 👎",Negative,null,shampoo,Amenities ,-,only ,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,fridge ,,Amenities ,broken ,,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,room,-,Room,need to be cleaned,,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,flies ,,Housekeeping,null,,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,null,,Human Resources ,null,no help given,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,null,,Amenities ,null,no towels,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,null,,Amenities ,null,no toilet paper ,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,room service,,Room services,null,no ,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,carpet,-,Amenities ,null,should be changed,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,bugs ,,General,null,,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,check in,-,Front office,null,Long queue,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,elevators,-,Amenities ,null,Number of elevators are not enough,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,staff,-,Human Resources ,null,gave always different answers.,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,fridge,-,Amenities ,,,Negative
73,"Horrible no help given no room service no towels no toilet paper lied to through out 
Bed bugs plz look at my neck pic I’ve attached also flies pics also added fridge broken pics added",Negative,null,,General,Horrible ,,Negative
73,"- one of the staff in reception gave me a different room from my which does not have a Kaaba view. So I have changed it.
- The fridge in my room is broken.
- Number of elevators are not enough. Only 4 elevators and two of them are broken. So, we have to wait very long every time.
- Long queue during check in.
- The room need to be cleaned and the carpet should be changed.
- The staff in the royal service gave always different answers.",Negative,reception,-,Front office,,,Negative
74,Only single bathroom inside two bed room apartment. Its like newly constructed neighborhood so less desi food available. The kitchen was just formality and no much accessories were there. Staff specially in the night was not willing to speak English and less friendly.,Negative,neighborhood ,,Location, newly constructed,,Positive
74,Only single bathroom inside two bed room apartment. Its like newly constructed neighborhood so less desi food available. The kitchen was just formality and no much accessories were there. Staff specially in the night was not willing to speak English and less friendly.,Negative,staff,,Human Resources ,less friendly,not willing to speak English,Negative
74,Only single bathroom inside two bed room apartment. Its like newly constructed neighborhood so less desi food available. The kitchen was just formality and no much accessories were there. Staff specially in the night was not willing to speak English and less friendly.,Negative,kitchen ,,Amenities ,null,formality and no much accessories ,Negative
74,Only single bathroom inside two bed room apartment. Its like newly constructed neighborhood so less desi food available. The kitchen was just formality and no much accessories were there. Staff specially in the night was not willing to speak English and less friendly.,Negative,bathroom ,-,Amenities ,Only single,,Negative
75,excellent service and humble staff also cleanliness is on point,Positive,service ,-,Human Resources ,excellent ,,Positive
75,excellent service and humble staff also cleanliness is on point,Positive,staff ,,Human Resources ,humble ,,Positive
75,excellent service and humble staff also cleanliness is on point,Positive,cleanliness ,,Housekeeping,on point,,Positive
76,"Room service is slow and poor
Cleanliness level is low",Negative,Room service,-,Room services, slow and poor,,Negative
76,"Room service is slow and poor
Cleanliness level is low",Negative,Cleanliness ,,Housekeeping,low,,Negative
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,check in,,Front office, smooth and easy,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,room ,,Room,clean ,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,bed ,,Amenities ,comfortable ,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,housekeeping staff,,Human Resources ,good,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,breakfast ,,Food and beverage,nice,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,staff ,,Human Resources ,null, call us asking whether the room is okay,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,Location,-,Location,strategic ,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,beverages,,Food and beverage,variety ,,Positive
77,"We stayed in this hotel for 3night.
1.Location-Very strategic location only few minutes Walking distance to women praying area
2.Food-The breakfast was really nice, variety food and beverages
3.Cleanliness-The room was clean and the housekeeping staff is very good. I dont remember his name, very helpful. The bed is comfortable and big it think it was super single bed. 
4.Service-The check in procedure was smooth and easy, the staff even call us asking whether the room is okay for us, she showed us few option for us to upgrade room.",Positive,food ,,Food and beverage,variety ,,Positive
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,design,,General,didn't like,,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,beds ,,Furniture ,not comfortable,,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,null,,Value,cheaper ,if you book through them directly,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,A/C,-,Engineering,poor ,,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,mattress ,,Furniture ,slipping,,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,path room,,Amenities ,small ,,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,room,,Room,small ,,Negative
78,"poor A/C, overpriced through booking.com, cheaper if you book through them directly.
small room, small path room, beds not comfortable thin bed mattress on top of big mattress, keeps slipping. didn't like the hotel room design.",Negative,null,,Value,overpriced , through booking.com,Negative
79,The staff inside the hotel was nice. The room and bed comfort was great.,Positive,bed ,,Furniture ,great,,Positive
